Minimum Temperature,Maximum Temperature,Humidity,Precipitation
5.2,22.1,60,9.8
1.5,45.1,69,13.1
8.6,46.0,39,0.6
6.7,40.0,79,6.3
-1.5,27.7,78,10.9
12.8,30.4,83,14.8
1.6,47.3,69,6.7
1.6,47.7,50,4.9
14.4,32.6,62,12.2
8.3,37.1,59,15.6
6.8,43.3,40,13.8
7.0,25.0,79,1.1
15.4,24.6,60,9.4
-0.0,47.7,55,8.3
14.3,36.8,59,2.5
5.6,21.0,38,0.6
2.7,28.3,80,8.5
14.3,24.9,40,0.0
14.0,19.0,81,12.4
14.2,32.7,52,11.4
10.5,34.4,61,6.7
17.8,42.6,66,6.1
-1.3,34.2,56,6.1
12.3,40.8,45,4.5
14.5,36.9,59,8.6
14.7,25.2,44,11.3
7.8,33.6,56,5.2
16.3,19.4,77,1.3
7.4,36.0,85,5.0
8.7,21.1,66,9.1
-1.9,19.2,51,2.7
11.8,48.3,77,13.7
2.2,46.7,62,1.1
17.9,26.3,71,3.7
3.8,29.9,76,11.8
17.2,37.8,42,12.0
-1.3,35.7,54,8.6
2.2,33.0,61,6.3
3.8,25.9,51,2.0
14.5,43.8,58,10.8
-0.1,22.2,87,3.5
13.5,32.8,41,7.9
15.2,30.8,63,5.0
3.7,42.6,61,7.3
3.2,44.2,88,1.9
15.1,43.3,53,5.7
1.4,39.5,80,14.6
-1.6,20.6,70,12.8
6.3,36.5,47,0.1
16.4,37.9,72,13.5
10.5,21.5,67,7.5
15.9,45.2,63,5.1
3.1,33.3,82,1.5
4.5,25.3,41,3.4
1.6,44.2,52,15.6
2.5,39.6,46,13.5
16.0,39.5,43,15.5
7.2,39.6,77,7.7
11.2,41.5,66,14.4
13.1,35.5,79,0.3
17.1,27.7,69,0.2
5.0,21.0,73,6.4
6.5,33.5,88,12.0
10.7,41.2,71,9.6
7.9,35.5,88,8.4
7.5,39.3,77,8.8
11.7,27.6,84,9.6
7.9,45.1,60,3.0
2.0,41.8,49,7.0
0.8,46.4,82,7.0
15.5,29.4,42,0.9
3.6,26.0,84,7.1
2.4,27.9,41,10.3
7.7,23.3,54,5.9
10.1,27.0,82,1.8
13.9,47.3,69,10.6
-2.5,36.5,57,4.1
9.9,25.8,59,2.2
1.6,29.9,59,15.1
-3.0,47.7,48,5.0
4.8,26.6,85,4.3
16.0,30.1,78,4.7
-2.0,42.4,58,6.6
11.8,26.2,44,0.7
15.7,41.3,81,3.8
13.9,46.2,65,6.9
11.9,45.2,77,7.7
16.6,48.5,38,4.7
5.0,25.8,60,10.9
7.7,19.1,88,15.1
10.4,30.9,42,7.5
14.4,38.8,86,11.6
13.1,36.5,43,13.1
15.4,29.3,69,9.2
8.9,33.3,53,10.2
7.4,34.5,48,1.8
6.7,45.4,48,0.2
8.1,36.0,47,1.6
5.1,28.3,45,7.9
14.3,40.2,70,6.8
1.4,37.8,68,0.8
-0.9,31.3,53,4.7
3.4,45.9,59,7.1
17.9,47.6,49,14.0
15.8,29.1,58,10.1
4.1,40.2,71,3.3
-1.5,32.2,82,6.4
9.4,36.1,39,5.4
-1.5,32.3,49,14.5
-1.9,34.4,66,13.2
0.8,26.5,81,2.9
7.5,24.6,54,5.9
10.1,47.9,77,2.6
7.3,36.1,57,11.5
17.0,21.4,51,2.4
9.4,36.6,69,2.9
17.5,39.8,62,11.5
-2.5,24.8,60,4.1
6.6,37.0,71,5.4
15.5,18.9,52,15.1
-1.4,26.6,39,6.9
10.5,41.3,67,2.1
-2.4,33.4,42,2.7
12.6,44.0,40,2.6
15.0,27.7,69,15.0
6.5,46.0,80,3.1
10.6,32.4,86,12.8
12.9,42.6,52,13.8
2.7,28.9,49,4.8
15.6,44.8,85,4.4
4.4,27.5,45,13.7
4.3,27.8,75,10.9
4.1,27.8,85,14.4
6.9,20.8,47,7.9
1.5,35.2,57,8.1
15.3,34.5,66,12.4
13.5,34.3,73,11.5
1.5,22.7,38,11.2
7.5,45.4,75,7.1
16.3,32.3,56,12.1
17.2,18.8,79,10.7
7.6,33.2,78,14.5
12.8,33.6,53,0.7
11.5,44.2,65,0.4
0.5,39.6,59,7.6
9.6,35.2,55,5.9
7.9,31.2,88,2.1
-2.9,18.9,60,9.5
14.5,33.9,38,10.1
17.8,34.7,44,7.9
13.2,35.7,77,2.2
1.7,40.0,89,8.6
12.9,37.2,82,11.0
8.6,35.8,55,7.6
12.3,30.0,39,15.5
15.8,30.2,47,14.2
10.0,43.3,72,11.8
12.7,35.8,78,2.0
0.4,28.1,76,6.6
16.8,31.5,58,9.7
12.2,38.8,44,11.9
8.8,22.9,87,2.6
-1.2,24.9,88,11.1
9.8,38.9,81,4.3
0.6,24.7,58,10.4
7.2,19.2,73,2.3
17.1,43.7,41,0.2
17.8,18.6,76,15.3
15.6,19.6,65,0.5
14.0,35.7,79,7.7
2.6,34.1,78,0.2
10.0,28.2,85,12.2
3.7,40.0,69,0.1
17.4,43.0,49,12.8
1.0,23.1,50,0.2
11.9,27.5,74,14.7
0.1,20.1,42,8.4
16.8,47.8,38,2.1
17.8,22.4,89,2.7
2.5,19.6,39,10.6
6.4,42.5,74,13.8
16.9,34.2,87,12.1
-1.7,26.1,65,3.8
8.0,39.4,71,8.8
7.6,47.3,52,5.4
6.3,27.3,83,2.8
16.5,41.7,80,9.8
15.3,42.7,73,12.2
12.1,36.3,43,15.5
3.3,28.2,73,15.5
10.8,39.2,68,3.6
-1.6,23.8,67,9.9
4.4,41.2,78,5.3
10.0,26.3,44,13.0
8.6,21.2,86,3.7
17.9,38.7,79,9.9
13.4,25.0,63,0.6
14.3,27.9,72,3.5
10.5,29.9,83,11.5
-0.3,33.2,88,6.4
3.5,45.6,83,7.4
1.3,19.7,47,4.0
14.3,35.8,88,4.3
-0.2,39.8,46,15.0
12.4,31.6,54,11.3
2.9,41.8,89,13.0
-1.8,34.6,86,10.6
15.8,42.1,45,1.3
-1.8,26.7,56,11.9
13.7,39.1,70,12.8
3.7,32.8,74,6.1
9.5,41.5,78,15.1
8.5,20.3,53,3.0
13.2,45.0,88,5.8
1.7,45.9,83,12.8
1.6,45.9,59,0.1
10.9,44.5,69,3.6
13.1,25.9,38,0.5
6.3,19.2,68,11.7
10.6,24.6,63,8.8
2.6,28.3,78,14.3
16.1,33.9,77,1.0
-0.4,34.8,57,14.4
-0.9,32.4,78,10.8
3.0,23.0,57,10.3
15.8,23.8,44,7.7
8.1,46.3,52,13.3
10.4,44.2,52,7.5
6.9,39.9,40,0.1
-2.9,43.3,51,14.0
4.8,48.4,43,12.5
7.9,45.5,80,8.7
17.6,23.7,58,4.4
12.7,38.5,71,6.6
6.1,28.8,86,10.2
-2.9,36.6,64,8.1
1.3,41.4,78,3.5
17.5,38.9,70,8.1
0.5,47.8,85,7.1
7.8,43.2,87,7.6
5.2,48.2,89,12.3
-2.8,47.8,44,15.5
-2.2,25.8,50,2.2
12.3,41.2,71,7.7
3.6,32.8,48,11.9
-1.3,36.1,65,5.6
8.4,43.3,40,9.9
5.9,45.8,54,10.0
0.4,39.1,67,11.2
7.4,47.4,88,2.6
8.4,36.9,68,5.9
17.3,30.9,47,7.1
6.7,22.5,73,0.0
3.4,40.7,71,14.4
11.4,45.4,54,6.4
6.4,19.1,62,5.0
16.6,33.4,56,13.9
3.4,30.0,55,6.8
6.2,19.4,38,14.2
4.3,30.1,85,5.2
13.5,28.7,42,9.8
0.5,23.7,60,14.1
-0.4,47.0,73,4.4
10.2,22.4,40,10.3
17.6,27.0,71,10.4
-2.8,39.1,55,0.1
3.9,26.7,39,4.1
9.3,40.9,73,9.4
17.1,26.7,46,6.3
-2.6,36.2,86,13.4
6.6,32.4,73,9.0
9.4,27.7,45,1.7
18.0,46.2,49,6.7
14.0,47.6,58,10.9
11.5,44.0,69,12.8
7.8,37.6,48,15.3
4.7,32.3,56,1.8
2.2,40.2,77,14.3
17.9,20.1,86,3.5
9.9,36.4,38,10.2
-2.1,42.6,88,9.6
12.0,42.0,83,8.3
1.8,27.6,83,12.3
4.8,33.2,65,14.2
11.9,46.0,78,4.8
11.9,42.6,42,15.1
7.1,31.3,57,6.9
1.2,37.4,40,2.9
2.6,25.8,73,5.9
11.4,48.9,54,5.6
6.9,33.2,71,1.3
10.9,38.7,56,8.5
-0.6,22.6,42,3.6
8.3,26.4,44,6.5
16.4,37.5,67,8.2
13.8,30.8,61,8.9
7.0,32.4,61,12.2
-0.2,18.9,81,11.7
-1.7,40.9,51,8.5
15.3,44.0,62,9.6
15.7,40.6,42,9.0
-2.2,45.4,85,4.1
15.3,46.9,86,7.9
9.8,40.0,62,9.0
10.8,32.2,78,9.1
17.2,28.4,85,4.1
11.2,33.9,67,9.7
15.1,20.6,65,5.9
11.9,43.1,65,15.3
-0.0,46.9,48,11.0
4.2,25.3,83,4.1
7.0,33.6,78,13.5
0.4,23.2,49,3.0
1.2,41.7,71,10.2
-0.7,40.7,83,11.1
12.7,33.9,79,14.1
7.0,48.1,73,1.4
15.9,25.1,68,4.7
-1.8,29.4,44,1.1
10.4,24.9,47,14.6
3.0,41.1,79,8.2
8.6,41.8,53,0.6
16.5,21.3,39,8.8
0.6,48.6,82,8.8
6.6,46.6,53,14.1
9.8,37.5,49,11.2
4.1,37.9,40,1.7
16.8,25.1,77,2.5
12.5,30.4,47,13.3
2.4,36.5,57,0.4
13.1,19.0,87,14.2
17.7,44.1,83,12.0
-1.0,45.5,42,1.4
15.5,37.8,64,6.1
14.2,34.4,68,4.7
17.3,43.3,63,3.3
2.2,38.3,42,4.1
8.7,22.3,74,0.8
1.6,25.9,44,0.9
15.3,29.2,53,11.3
11.9,43.5,48,9.9
16.5,33.0,57,2.7
10.5,23.4,87,13.6
15.3,34.8,45,0.1
15.8,36.7,47,8.4
2.9,30.2,53,4.0
-0.3,37.2,49,2.9
2.7,20.9,59,14.2
7.5,36.8,49,8.3
5.0,43.1,51,0.4
12.6,32.6,42,11.8
5.9,32.3,76,13.7
1.9,42.5,44,11.1
0.7,37.7,44,13.9
6.0,25.9,60,15.6
6.7,26.2,70,2.7
12.0,25.3,43,2.9
9.3,45.3,88,7.8
7.4,31.2,80,10.3
7.6,24.0,65,6.9
4.7,40.4,86,14.1
9.0,22.9,86,6.6
11.7,29.1,87,7.3
5.6,33.8,68,14.1
15.5,36.7,61,1.9
4.2,40.1,70,7.4
17.8,38.3,41,0.4
4.4,44.1,76,14.9
15.9,29.9,87,15.1
14.4,22.4,66,3.8
14.5,23.6,81,0.2
14.6,27.9,80,5.1
7.9,40.9,44,8.8
4.5,39.1,58,10.1
-2.7,19.5,40,12.2
2.2,25.7,38,8.8
1.3,33.2,89,0.1
17.3,40.4,68,9.5
0.1,49.0,51,7.1
1.4,30.1,76,3.5
3.5,35.3,76,5.6
3.9,32.5,38,13.9
16.3,24.1,41,10.4
13.3,29.7,82,1.5
2.5,34.9,48,11.6
-2.6,41.4,78,1.9
-0.9,22.5,79,8.6
0.9,25.3,48,4.7
-1.9,35.2,76,8.5
-1.3,21.6,82,1.0
16.4,22.9,39,8.1
8.6,29.2,62,12.6
5.2,19.4,40,1.6
-2.1,25.3,45,8.2
-0.8,30.7,47,14.4
15.5,45.6,89,5.9
1.6,37.1,62,3.7
9.7,44.1,76,1.6
-1.4,36.0,41,10.4
14.8,44.6,56,8.5
12.6,20.0,87,9.0
11.0,44.3,47,9.2
11.3,31.8,57,9.5
1.2,47.0,59,11.7
2.0,20.2,52,5.5
-0.8,22.0,44,9.2
17.9,20.6,72,6.9
2.1,35.1,67,3.7
11.2,39.3,64,13.6
14.7,20.6,85,7.9
11.7,20.1,46,12.4
-2.0,33.4,83,6.2
12.4,29.5,61,5.3
0.1,23.3,83,1.7
11.0,21.9,82,9.0
0.8,29.5,43,5.3
3.1,48.4,84,10.4
9.2,21.2,54,6.8
16.3,35.4,89,0.2
13.9,44.5,41,12.0
17.7,36.2,53,8.8
4.1,25.7,84,11.2
7.7,20.1,65,0.1
0.2,37.5,83,6.7
16.2,38.0,38,13.1
17.4,25.0,82,3.7
-0.4,36.7,47,8.1
13.0,23.8,79,9.2
12.9,19.2,73,11.0
1.6,47.9,88,2.8
3.1,24.9,69,11.9
17.2,34.2,85,15.2
9.8,27.3,84,10.5
0.6,42.8,88,4.7
10.5,20.6,44,11.8
17.7,42.4,56,9.8
5.3,43.4,52,9.8
0.4,21.9,50,4.4
15.3,41.6,78,14.2
15.2,22.3,38,13.1
-2.6,42.8,43,4.0
17.1,46.3,57,8.9
7.3,38.7,48,13.8
9.0,45.4,44,13.4
17.3,29.4,58,10.4
0.4,22.7,63,0.4
10.7,38.7,77,11.1
1.4,23.6,79,14.7
3.1,27.0,67,15.2
-1.1,41.9,61,6.6
8.5,21.7,68,7.1
14.1,47.6,70,1.8
3.5,19.3,61,5.9
11.9,28.6,43,10.0
6.3,38.1,38,12.5
3.0,46.8,80,6.1
15.0,27.2,46,3.9
0.9,44.6,45,6.3
17.4,19.2,82,7.2
1.7,34.2,56,6.7
11.8,24.7,47,9.0
12.8,37.5,46,10.1
7.9,47.9,89,12.8
4.7,34.1,46,7.1
5.7,35.4,76,1.2
-2.4,21.3,75,3.7
6.8,25.4,59,1.2
-2.3,46.2,67,14.0
-0.3,36.9,88,4.8
6.1,41.1,64,9.7
5.9,39.1,49,3.7
11.1,37.7,89,6.9
5.0,43.2,61,15.0
-2.3,30.3,42,8.2
3.2,26.4,44,0.2
7.0,28.0,78,10.4
9.8,21.0,87,4.4
13.0,40.7,55,12.4
4.4,41.0,45,8.6
-0.3,40.2,51,3.9
12.2,28.4,42,4.8
1.7,35.2,61,13.9
16.8,46.4,63,7.4
13.3,25.6,88,13.7
12.8,27.9,87,4.6
8.8,38.0,46,9.8
9.9,48.9,65,13.4
-2.5,27.8,79,8.7
-1.7,47.0,59,8.4
13.6,34.0,80,6.9
17.1,20.4,72,1.9
-3.0,27.6,50,10.9
12.5,42.1,44,10.9
5.3,43.0,45,5.2
13.9,28.2,49,14.9
9.9,33.1,51,7.4
12.9,43.1,40,5.2
4.9,24.8,46,13.5
4.5,40.8,60,4.6
11.9,29.0,61,13.7
7.9,30.8,65,8.7
5.1,21.9,63,6.4
11.0,47.6,50,3.8
-1.9,45.5,85,1.1
-0.2,32.8,63,10.3
-2.6,21.5,56,10.5
5.9,34.6,49,8.0
-2.6,42.5,62,12.6
2.6,26.9,46,3.6
3.4,44.7,89,11.1
14.0,39.1,58,4.3
8.1,43.2,61,8.1
14.5,42.6,46,5.0
3.2,19.7,83,2.6
14.9,27.6,57,14.6
-1.5,30.8,68,12.6
13.3,29.5,48,2.6
8.9,19.3,49,13.7
6.0,29.5,83,1.3
7.8,27.1,89,7.8
5.4,32.1,65,3.7
15.4,43.0,47,11.6
4.6,31.6,57,7.1
1.8,24.2,66,10.2
8.8,35.2,59,14.5
12.8,26.6,50,7.7
10.5,21.3,63,4.5
3.7,42.8,79,5.9
1.5,30.2,57,5.2
16.7,25.1,44,6.7
16.8,20.1,69,10.5
10.0,44.4,46,2.2
8.5,29.7,49,4.4
13.7,34.4,44,8.1
0.1,25.7,58,1.8
12.4,42.5,75,0.9
7.0,31.4,47,12.7
13.6,27.3,79,4.1
13.1,46.0,47,3.2
4.3,21.2,82,1.5
8.6,29.1,54,3.7
7.6,42.5,65,11.3
-0.1,21.5,42,3.9
3.5,31.2,81,0.9
5.2,36.0,79,8.9
14.1,26.8,54,2.0
8.1,31.7,70,4.0
4.8,39.2,63,6.8
1.8,34.6,78,10.3
10.9,21.6,89,10.8
-0.6,28.7,84,14.5
14.9,46.8,43,13.8
3.1,46.0,87,0.2
-2.1,28.7,82,5.1
12.1,38.0,52,3.2
5.6,32.9,40,7.4
9.9,25.5,89,15.0
4.5,22.2,39,4.3
5.1,21.9,50,7.6
2.7,41.3,63,7.5
15.2,45.1,83,14.8
12.2,25.7,50,6.3
13.5,43.8,49,2.2
4.1,22.2,83,8.8
17.3,46.3,54,10.8
-1.1,28.5,60,1.7
1.1,19.1,65,2.6
5.1,32.1,81,7.2
-2.1,42.0,64,7.5
8.5,38.6,66,2.8
16.6,23.3,78,8.9
6.1,48.5,53,12.8
-1.7,19.0,85,3.4
3.3,33.3,64,0.8
11.5,21.6,67,12.7
9.7,46.9,39,7.0
10.8,35.9,42,10.5
6.0,40.2,69,10.5
5.2,44.4,50,14.2
13.8,47.0,60,13.8
17.6,46.5,58,6.8
6.0,35.1,72,3.2
3.1,26.9,62,1.0
16.0,19.9,54,9.9
4.0,44.3,74,6.0
5.4,23.5,64,0.8
1.9,39.4,87,2.2
-2.7,34.2,84,13.8
-0.9,29.8,45,4.8
0.6,45.3,46,4.2
5.3,45.2,60,4.2
12.8,28.1,78,4.1
4.2,36.7,76,0.7
1.0,28.6,60,11.1
0.4,39.3,78,14.3
0.3,36.5,76,10.9
12.9,42.1,47,8.7
15.1,25.9,60,7.6
8.8,45.4,50,14.5
15.8,39.8,61,8.7
-1.4,32.3,77,6.0
16.1,34.4,65,7.4
5.2,30.0,87,13.7
17.8,28.3,56,1.3
2.6,45.3,71,11.7
0.3,18.9,45,1.2
13.6,20.1,86,1.8
8.7,20.5,63,6.4
2.9,44.5,68,3.0
16.8,43.0,87,6.7
3.1,37.5,79,0.5
4.1,35.1,57,10.1
3.3,30.9,66,1.2
1.0,47.0,48,6.4
5.7,36.3,73,8.0
16.9,33.4,43,6.0
17.3,25.0,62,12.0
2.9,28.4,52,4.2
7.3,32.3,55,3.3
1.3,37.8,76,4.6
0.9,33.2,59,3.6
-2.0,40.7,49,0.5
-2.3,22.0,61,8.4
16.5,20.7,45,4.2
6.2,20.8,72,0.2
-1.2,26.0,57,11.7
8.5,24.0,74,5.6
16.6,42.3,55,6.7
7.3,33.0,40,0.5
12.2,35.5,87,7.9
-2.7,34.5,70,11.5
0.4,38.8,63,7.7
-0.7,27.6,48,12.2
8.1,36.2,76,1.4
3.2,39.4,59,0.6
-1.5,25.4,82,10.6
0.4,21.2,66,10.5
6.9,45.2,53,4.7
4.5,24.7,62,8.4
15.9,22.1,69,14.5
5.3,44.0,80,15.2
0.5,30.9,38,4.8
8.6,33.0,70,7.6
6.1,37.4,38,10.3
6.8,38.8,74,3.4
12.7,36.6,43,0.0
0.0,37.0,56,1.0
3.1,48.3,54,0.1
15.5,30.1,80,5.5
2.1,34.4,79,8.6
12.0,38.7,39,0.3
-0.4,43.5,83,2.7
2.8,19.5,82,1.9
7.6,46.6,78,7.6
12.7,22.7,78,5.5
8.9,19.8,63,10.4
11.8,41.2,62,4.8
9.4,32.7,87,3.3
3.2,33.2,57,11.1
10.0,36.3,89,8.5
2.5,29.0,57,9.7
0.0,46.2,77,7.8
16.8,23.5,68,1.9
5.3,28.8,50,9.0
7.9,30.3,84,0.3
0.9,23.9,39,14.5
5.7,27.9,72,14.2
9.4,42.7,56,7.1
0.6,31.5,58,0.9
14.4,30.8,40,3.6
-2.1,32.8,83,15.5
9.4,23.7,38,14.5
17.4,33.8,60,14.0
12.6,43.6,85,8.1
13.2,20.5,89,7.2
15.7,45.1,51,12.6
17.2,45.6,71,2.4
-2.7,42.6,78,7.4
3.1,32.7,43,6.8
8.0,29.1,75,15.3
-1.6,32.6,86,9.1
10.2,35.9,59,1.8
3.8,47.0,70,2.1
-2.9,45.7,81,9.5
17.6,39.7,89,4.7
14.4,40.8,44,5.7
0.9,30.0,84,8.9
9.6,36.6,88,9.6
-0.6,43.5,49,10.4
10.0,40.5,71,7.7
12.0,41.6,80,15.4
17.0,45.9,79,8.7
12.3,24.0,56,10.5
9.9,21.8,89,0.4
11.9,46.5,76,7.3
-2.6,35.7,50,14.0
17.3,41.9,87,1.4
3.4,39.1,48,0.6
12.6,39.9,81,10.9
13.6,34.7,55,1.0
15.7,42.6,82,7.4
14.7,21.4,56,4.4
9.4,36.0,44,9.6
5.7,20.7,55,11.9
14.8,37.8,84,13.9
8.1,27.7,51,3.7
14.8,36.7,89,2.5
4.2,33.6,80,4.2
14.1,26.6,65,13.7
-2.6,41.4,68,3.5
4.0,26.1,43,3.9
-0.5,33.9,81,4.3
7.1,38.1,62,4.8
5.1,29.2,61,2.5
9.4,41.4,86,7.0
16.7,43.9,70,14.9
0.8,36.4,39,0.1
4.7,45.3,86,4.0
5.6,26.6,78,6.6
4.6,39.3,87,11.9
15.0,20.6,53,14.3
-0.4,30.0,56,12.1
-2.1,32.0,67,6.5
16.9,27.7,60,9.6
2.9,34.2,47,13.7
10.9,38.9,56,8.5
13.8,32.3,52,10.7
14.6,37.8,68,10.3
14.3,36.4,61,10.2
5.7,48.6,64,10.6
-1.2,27.1,76,3.0
17.8,27.6,68,0.7
13.4,47.5,74,8.1
17.8,23.0,71,6.2
0.9,25.5,63,4.3
11.3,42.6,62,0.4
11.0,27.5,40,7.3
-1.6,26.7,75,13.2
0.3,25.1,54,2.9
0.5,23.4,88,3.4
13.3,39.9,53,0.4
0.7,48.6,89,14.1
-1.9,48.3,46,6.9
10.0,43.5,58,14.3
14.1,23.7,70,8.8
4.1,32.5,42,9.9
-2.0,23.1,42,6.5
12.0,27.6,85,13.4
16.0,34.8,85,7.7
0.5,26.4,87,8.6
17.8,25.7,59,12.5
-1.0,48.8,84,7.4
6.9,47.5,80,5.5
5.4,26.3,50,9.8
-1.0,34.4,45,12.7
7.6,19.2,51,6.9
15.1,20.6,58,0.2
-3.0,40.7,60,2.4
5.0,40.4,84,5.7
11.9,25.1,54,12.1
3.9,36.6,84,9.6
6.6,42.6,60,2.3
-2.5,42.2,47,2.2
5.9,48.5,89,14.8
1.7,22.0,56,13.4
7.2,39.1,41,2.5
1.2,29.3,49,6.6
9.5,34.0,51,5.9
7.2,27.2,89,4.9
-0.1,24.5,83,8.8
13.5,32.4,71,6.4
0.9,44.8,85,12.9
0.1,24.8,45,5.2
3.5,36.1,77,5.5
11.9,33.1,88,5.4
14.8,31.3,53,1.0
8.6,18.6,38,5.8
9.9,28.7,72,15.4
16.2,22.5,65,2.1
15.2,21.3,84,7.7
15.6,28.3,49,12.9
2.8,28.6,66,15.1
8.8,46.0,87,8.1
17.8,27.0,73,15.0
16.7,47.0,65,9.3
5.2,33.4,61,11.3
4.0,23.9,75,5.7
-2.5,41.0,84,14.3
-2.3,35.0,74,14.5
9.7,34.5,45,13.8
14.5,46.8,75,2.6
16.8,35.5,84,4.1
12.2,28.2,82,13.7
10.0,46.1,59,7.6
16.0,33.4,45,10.5
8.0,44.2,68,12.5
15.4,26.9,58,5.1
15.9,20.0,70,10.0
-0.2,20.0,44,15.4
3.4,44.9,85,1.2
12.9,48.9,77,0.8
-2.3,41.5,53,10.1
1.0,44.7,40,2.4
9.7,47.0,74,2.6
5.3,36.2,76,2.3
5.5,46.8,82,0.0
8.3,31.4,66,14.0
7.8,37.3,52,6.2
2.5,37.5,78,7.3
12.8,42.9,88,0.2
0.1,24.3,89,6.9
15.3,46.3,59,11.5
14.6,48.7,65,5.8
17.0,25.5,87,3.9
16.6,34.0,70,12.3
3.0,21.6,63,12.9
-2.0,19.3,42,4.8
15.9,19.3,57,6.6
5.4,39.4,65,14.4
9.0,43.4,82,10.4
12.8,44.1,53,9.4
3.7,19.7,82,9.6
2.9,33.6,68,13.5
15.1,47.2,84,5.8
11.0,20.5,71,12.5
15.5,34.7,40,11.4
8.4,30.5,43,12.7
-1.4,35.0,63,7.5
1.8,20.5,51,13.9
11.4,42.2,58,2.6
16.5,24.9,53,3.1
15.6,27.4,59,10.9
0.0,36.1,73,9.6
-0.9,26.2,64,13.7
7.3,47.8,85,2.7
5.9,35.9,87,7.7
13.9,47.1,47,11.5
-2.8,34.2,57,9.8
11.4,37.9,66,15.5
14.1,36.4,40,8.6
-1.8,36.3,50,6.2
-1.1,43.8,39,2.7
14.4,43.6,54,11.5
8.9,36.2,38,0.3
13.9,23.6,55,13.1
-2.4,48.8,52,0.7
9.1,38.9,76,10.7
7.7,20.9,65,1.7
5.3,23.3,61,7.6
8.0,35.3,53,11.4
13.4,35.8,66,11.4
1.8,33.7,61,4.4
-1.9,42.7,84,0.9
1.1,30.2,76,8.2
11.4,18.8,62,6.3
0.7,34.2,62,15.0
0.5,23.6,76,9.7
9.5,29.0,45,11.4
16.4,25.2,83,6.4
13.8,38.6,88,12.4
14.5,34.6,50,7.3
12.4,20.7,57,6.8
16.8,47.6,79,6.0
3.6,42.4,81,3.8
1.5,28.1,68,8.5
-0.6,32.1,47,10.6
17.8,43.3,76,1.0
14.0,39.9,74,13.5
-1.3,28.9,48,5.8
0.2,41.2,43,7.4
7.8,40.4,77,0.9
3.6,22.5,60,4.8
8.0,34.7,52,13.9
16.6,33.1,62,15.3
7.7,30.3,45,2.1
6.8,30.8,47,5.8
9.3,41.8,48,8.3
3.6,26.2,65,1.2
2.9,39.3,74,9.0
15.5,27.5,75,7.4
-0.2,29.2,66,9.7
6.9,22.0,40,5.3
17.7,31.0,50,3.7
-1.9,45.6,47,9.1
15.7,31.9,64,2.4
-2.9,24.0,59,2.3
2.7,42.8,69,1.8
12.5,40.9,48,1.8
0.7,29.1,85,5.0
13.2,23.9,60,5.8
7.2,31.4,50,1.8
17.9,19.0,72,5.6
10.3,34.6,46,3.2
6.5,20.3,57,4.2
5.0,19.4,62,0.8
4.7,26.4,42,7.7
5.1,46.6,51,8.1
12.5,25.0,55,9.7
13.9,28.8,73,8.8
2.8,31.1,74,10.8
-1.1,49.0,78,3.6
10.8,32.0,64,15.5
9.3,20.5,51,5.7
-1.8,35.0,84,2.3
6.4,48.8,79,5.1
7.9,45.8,77,11.3
16.0,25.6,75,7.7
-2.4,28.9,83,8.8
-1.8,44.2,61,6.1
13.3,41.2,39,4.3
15.1,30.2,58,5.5
2.4,34.4,44,3.2
11.3,25.6,75,11.3
7.2,44.7,63,3.3
-2.0,24.0,68,5.5
12.6,32.1,67,0.4
-1.1,38.5,49,13.9
3.1,36.2,40,1.2
13.4,46.3,87,11.7
14.5,36.8,54,6.7
0.6,23.4,59,9.9
2.0,35.1,82,3.9
15.9,36.8,79,0.7
9.2,21.3,72,0.2
-0.4,44.7,59,6.2
7.5,37.6,54,11.1
15.8,37.5,77,8.5
9.8,43.4,63,9.2
15.9,34.2,85,2.0
13.9,26.9,70,9.5
15.0,44.1,64,8.8
15.3,27.2,60,13.9
10.8,40.3,87,8.8
6.4,29.9,47,13.1
15.8,41.8,42,14.2
17.8,28.3,43,13.7
-0.8,37.1,77,15.0
5.5,26.8,65,12.7
-0.0,44.9,61,10.1
9.9,21.0,82,14.5
6.7,41.7,73,6.2
4.8,31.9,71,2.0
15.4,19.8,77,5.9
3.5,48.4,45,14.8
14.7,25.8,43,7.8
3.3,25.7,38,3.8
1.8,19.4,56,5.8
-0.4,35.1,59,6.1
17.1,42.8,73,8.6
9.6,20.4,87,10.4
-2.5,28.3,44,0.0
9.8,31.8,44,7.1
8.3,35.9,62,4.3
0.1,35.5,80,11.2
0.3,32.7,83,1.3
11.3,23.7,48,4.4
5.9,47.6,66,5.0
11.8,27.1,66,6.4
14.8,37.5,41,7.3
4.0,34.0,46,13.4
12.6,35.4,41,7.5
16.3,40.4,83,15.4
-1.8,31.8,85,7.8
-1.9,39.6,60,3.6
0.8,44.4,47,4.9
6.8,24.9,61,0.8
6.5,41.7,66,12.0
4.3,31.7,76,9.2
1.1,21.4,83,4.7
4.3,28.3,51,14.2
-0.7,48.3,57,6.7
3.4,27.3,52,9.7
-0.9,27.4,68,5.7
5.5,27.5,61,2.0
17.1,21.4,46,15.2
6.0,28.9,77,15.5
2.6,40.6,59,3.7
12.9,33.0,58,11.9
12.0,20.8,68,6.2
17.1,43.2,40,10.4
14.0,47.3,45,13.1
6.8,20.3,66,2.4
2.3,38.4,50,14.7
5.3,21.9,48,12.6
0.6,40.4,55,2.9
14.0,19.3,68,12.9
11.6,20.9,63,4.8
3.9,43.7,76,10.7
